"ng-binding","ng-binding 2","ng-binding href","ng-binding src","ng-scope src","ng-scope","ng-binding 3","ng-binding 4","ng-binding 5","ng-binding 6","ng-scope src 2","ng-binding 7","ng-binding 8","ng-binding 9","ng-binding 10","ng-scope src 3","ng-binding 11","ng-scope src 4","ng-scope src 5","ng-scope src 6","ng-scope src 7"
"553","曹操豬","https://pigfarmmix.net/#/pig/553","https://pigfarmmix.net/png_h/e10bbc319ccd819d34d8a96fea96ff2d8249400850c4f652b804cca0c035497b20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 131.1 kg","≥ 188.1 kg","5000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"554","劉備豬","https://pigfarmmix.net/#/pig/554","https://pigfarmmix.net/png_h/5f84ac8410e7ce9c3c73ee91d6f7b69811acc8a3ea38bf6f8a9f19fb125e645720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 131.1 kg","≥ 188.1 kg","5000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"555","孫權豬","https://pigfarmmix.net/#/pig/555","https://pigfarmmix.net/png_h/1ac0e2b7ea2fb1bdfb3dc6c5bed27e7268778a9143eb13fe097fef62adc6bfa220251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 131.1 kg","≥ 188.1 kg","5000 pt","https://pigfarmmix.net/png_h/1083a39a293067c36e6e25b013d3a87904536ffef5349212d9a97fae8ca2b74420251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"556","豬乃馨","https://pigfarmmix.net/#/pig/556","https://pigfarmmix.net/png_h/60cd89729e4cfa964a1bb3efe6ab0e894111e6da722602650382ad8f9a2dc0a820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","60 分鐘","1 小時","20 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 126.6 kg","≥ 183.4 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"557","豬筍","https://pigfarmmix.net/#/pig/557","https://pigfarmmix.net/png_h/ea0a39a233d65fffe381c09a934f122868c0382ba564ec5790e816c73ca9047820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","0 小時","58 分鐘","3 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 125.7 kg","≥ 162.2 kg","3000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"558","繡球花豬","https://pigfarmmix.net/#/pig/558","https://pigfarmmix.net/png_h/d3f16ebebcb739e87a0bf596aa027c762a713756b9d4f3677fa6153ef0944ada20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 123.9 kg","≥ 180.7 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"559","櫻桃豬","https://pigfarmmix.net/#/pig/559","https://pigfarmmix.net/png_h/f821cd101690f84d67aca8c71977b8fef134cc96672cb12635bf2bea3600f71020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/6585446bb2af50be3aaaf28d138c7bd5f2737b0e067ed0f28fa97b1f6b396d8020251013.png","肉色 [活動圖鑑]","≤ 123.9 kg","≥ 182.0 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"560","雷豬","https://pigfarmmix.net/#/pig/560","https://pigfarmmix.net/png_h/1aec96a42086259cb2d36ff8382771de36f7fe7e4f374517dd6cac5423c133ba20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 130.6 kg","≥ 188.1 kg","5000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"561","風豬","https://pigfarmmix.net/#/pig/561","https://pigfarmmix.net/png_h/f468bf32f4de6565f88950c22d27c62613f554f8adfd5c09d5278746c660076720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 130.6 kg","≥ 188.1 kg","5000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"562","豬葛孔明","https://pigfarmmix.net/#/pig/562","https://pigfarmmix.net/png_h/424e7cf37ed5b2b98ccac5d0846722dd0d7584a55f91015a82580e8f2c7c8a7a20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 129.7 kg","≥ 188.1 kg","4500 pt","","0.20%","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"563","捕蟲豬","https://pigfarmmix.net/#/pig/563","https://pigfarmmix.net/png_h/8a7e84e55d15a9f8d6d67e98cd2a47ad5f471fbb66fe92968c5ff84b283cf74120251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","4","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 128.5 kg","≥ 182.0 kg","3500 pt","https://pigfarmmix.net/png_h/a8c431ef04e348d579dbea87991cab0dadc22df86edf1920a8c8e76335bd820c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"564","刨冰豬","https://pigfarmmix.net/#/pig/564","https://pigfarmmix.net/png_h/3d98d58488b108a9338dd72c9b051a9bdd6e17e4880e75ccdfabc517fa618e5e20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","5","0 小時","58 分鐘","10 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 127.5 kg","≥ 176.6 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"565","豬若丸","https://pigfarmmix.net/#/pig/565","https://pigfarmmix.net/png_h/4cb8929f829034eb302e527ebcb9df83b542d9af336aaa1e1506cfe2f3bb927520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/6585446bb2af50be3aaaf28d138c7bd5f2737b0e067ed0f28fa97b1f6b396d8020251013.png","肉色 [活動圖鑑]","≤ 130.7 kg","≥ 201.1 kg","5000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png"
"566","豬弁慶","https://pigfarmmix.net/#/pig/566","https://pigfarmmix.net/png_h/cc18672c32083c1d2d41866512ca77643e326c67034f5fb5ad265cf209d6104f20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","6","0 小時","58 分鐘","18 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 132.4 kg","≥ 186.5 kg","4500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"567","浮潛豬","https://pigfarmmix.net/#/pig/567","https://pigfarmmix.net/png_h/7eeeaa6e0adde89ecfdb8e85d65f1f5f3fcb1a077a5d20a0be0cca6201c3cb1020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 126.6 kg","≥ 178.0 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"568","海軍豬","https://pigfarmmix.net/#/pig/568","https://pigfarmmix.net/png_h/b7258c68264bb5a6d47f907a540e94fdabbd54ca957625a0dd01278ea435b75520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","16 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 126.6 kg","≥ 180.7 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"569","波斯菊豬","https://pigfarmmix.net/#/pig/569","https://pigfarmmix.net/png_h/1fd615fb8d55c8f2d159f955e35d9e00e781463ae566901940894474561f24b520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","0 小時","58 分鐘","14 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 125.7 kg","≥ 164.9 kg","3000 pt","https://pigfarmmix.net/png_h/a7c17665173739b203d7fab5046bd82964e973f62b1c34834f032ecb6c99fff520251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"570","豬烤秋刀魚","https://pigfarmmix.net/#/pig/570","https://pigfarmmix.net/png_h/8c174b9999c7ebba9e16396a1362fe05549b92dbd4dbb649f276feec39644e5720251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","0 小時","58 分鐘","12 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 125.7 kg","≥ 178.0 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"571","幽靈豬","https://pigfarmmix.net/#/pig/571","https://pigfarmmix.net/png_h/ff8db36779c93f56701f502bcc58e7c22207a19ee61873edaef75cf51ce4207820251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","0 小時","58 分鐘","9 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 128.6 kg","≥ 163.3 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"572","橡子豬","https://pigfarmmix.net/#/pig/572","https://pigfarmmix.net/png_h/432a74a59af2191114f78123a64919af0eaef6d69a65d48c662b3200b3c5865f20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","3","0 小時","58 分鐘","10 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 128.7 kg","≥ 169.0 kg","3000 pt","https://pigfarmmix.net/png_h/0aeaee22846aee8ef0429da1face05360c1fdfd8de57e07bebb2741e67f15e6220251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"573","白天鵝豬","https://pigfarmmix.net/#/pig/573","https://pigfarmmix.net/png_h/44923905cbb9b6c95d8a6bff9ab7d3eada68834eea088a5f4d44978284c33de920251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","60 分鐘","1 小時","12 小時","https://pigfarmmix.net/png_h/a68119aa8a6ceba07cf7cd15c2c4ea3a6f2a3313e58a78a2ec1216d15999fb8f20251013.png","白色 [活動圖鑑]","≤ 129.7 kg","≥ 176.0 kg","4500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"574","黑天鵝豬","https://pigfarmmix.net/#/pig/574","https://pigfarmmix.net/png_h/70552e93ecb797d914dba3773b74d0d260a5d179bcb10782997f2b7cda32c4c320251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","2","60 分鐘","1 小時","10 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 130.9 kg","≥ 196.9 kg","4500 pt","https://pigfarmmix.net/png_h/1a4d96e5f723848dfbd2bbb08fd82f6579c3850dcc352a2b9ee260764acd522320251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"575","蒙布朗豬","https://pigfarmmix.net/#/pig/575","https://pigfarmmix.net/png_h/3b4259c73a623114b582f6f2fd895b8697a10c9d8e1893242e0e869d07fe9cf620251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","5","0 小時","58 分鐘","20 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 131.9 kg","≥ 181.4 kg","4500 pt","https://pigfarmmix.net/png_h/8634aa677090b5bfca798d786e8ef2e14d04de87c2335c7e4a7052c45d83ddd120251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"576","松毬豬","https://pigfarmmix.net/#/pig/576","https://pigfarmmix.net/png_h/85d89bfe71c31d53c46ba90cc15ca34cbadf6f809554680492bdcbc43929f4e420251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/9fc1edfa8a25ba821f32de73ee24d6907de827874d33d8400a273fbe122ac58920251013.png","米色 [活動圖鑑]","≤ 125.9 kg","≥ 177.5 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"577","豬杜莎","https://pigfarmmix.net/#/pig/577","https://pigfarmmix.net/png_h/9748b153ff57980c8987cf9ea3dc35c050fafc618b21cd562dea3b76752cad5520251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","4","60 分鐘","1 小時","24 小時","https://pigfarmmix.net/png_h/97cbaccfa405480612d3bf7e152c0f7f8d8507099b5839dfa19df61f5181feec20251013.png","灰色 [活動圖鑑]","≤ 130.6 kg","≥ 184.1 kg","4500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png",""
"578","蝴蝶豬","https://pigfarmmix.net/#/pig/578","https://pigfarmmix.net/png_h/bd5b307ebe0b9a3d4bc1561f5d24383d16a490e2c33dea90eb820feff43b96a220251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","3","60 分鐘","1 小時","18 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 127.7 kg","≥ 173.9 kg","3500 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"579","毛衣豬","https://pigfarmmix.net/#/pig/579","https://pigfarmmix.net/png_h/e5b6371dd5190ce21f3f69dbc72a0cb64e34172e0c28e6cd4e1609547319d0ed20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","不挑食","1","0 小時","58 分鐘","8 小時","https://pigfarmmix.net/png_h/46827eaf3344f3d5d59295ae2c237b7ef05252fa01f7f38bb1e57ac062d9c15520251013.png","粉紅 [活動圖鑑]","≤ 125.9 kg","≥ 167.7 kg","3000 pt","","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
"580","花圈豬","https://pigfarmmix.net/#/pig/580","https://pigfarmmix.net/png_h/30de10c98c4316dadd042f8d7f108ba61966c8a99644368b08b2297fb8f7fa4020251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","","1","0 小時","58 分鐘","10 小時","https://pigfarmmix.net/png_h/a6752c7f9968b9961d0e91ae2083fce3f62ee7ac7f4c8d0a45c0a32bae70c8f620251013.png","肉色 [活動圖鑑]","≤ 126.2 kg","≥ 169.0 kg","3000 pt","https://pigfarmmix.net/png_h/ae37f6e04cdc1a9c13b5d505e598173fcce41b6af8074c98d775c0f1c6b04d6c20251013.png","","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","https://pigfarmmix.net/png_h/8fac40b2fe24e09293d7a4d46b4a2fcea0ce220bba89d34e97d8ad9322a442fb20251013.png","",""
